DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,PRECIPITATION
20/02/2007,11.5,3.3,7.4,0
21/02/2007,13.9,7.7,10.8,2
22/02/2007,13.9,8.5,11.2,0
23/02/2007,13,4.8,8.9,0
24/02/2007,12.9,4.7,8.8,0.6
25/02/2007,12.9,7.1,10,2
26/02/2007,13.1,7.8,10.5,0
27/02/2007,15.4,2.6,9,0
28/02/2007,14.4,3.6,9,0
01/03/2007,17.8,4,10.9,0
02/03/2007,19,8.7,13.9,0
03/03/2007,19.6,8.2,13.9,0
04/03/2007,14.3,6.9,10.6,0
05/03/2007,17,6.8,11.9,0
06/03/2007,14.6,9.2,11.9,0
07/03/2007,15.2,8.3,11.8,1
08/03/2007,14.3,7.5,10.9,0
09/03/2007,15.4,8.3,11.9,0
10/03/2007,14.7,5.8,10.3,0
11/03/2007,12.7,6.5,9.6,0
12/03/2007,15.7,3.2,9.4,0
13/03/2007,18.7,4.1,11.4,0
14/03/2007,18.6,7.4,13,0
15/03/2007,17.6,5.9,11.7,0
16/03/2007,17.9,5.1,11.5,0
17/03/2007,19.7,4.2,12,0
18/03/2007,18.5,7,12.7,0
19/03/2007,16.7,10.2,13.5,0.8
20/03/2007,8.8,3.9,6.4,39
21/03/2007,11.4,4.2,7.8,0
22/03/2007,11.4,4.9,8.2,0
23/03/2007,13,1.8,7.4,0
24/03/2007,13.3,2,7.6,7
25/03/2007,12.4,7.2,9.8,54
26/03/2007,10.8,7,8.9,17
27/03/2007,11.9,8.4,10.1,0.6
28/03/2007,12.9,5.9,9.4,0
29/03/2007,12.7,3.7,8.2,6
30/03/2007,11,8.8,9.9,9.2
31/03/2007,14.3,6,10.2,0
01/04/2007,15.1,9,12.1,0
02/04/2007,17.8,7,12.4,0
03/04/2007,17.2,6.5,11.9,3
04/04/2007,14.3,9.7,12,3
05/04/2007,16.3,8,12.2,0
06/04/2007,19.2,4.5,11.8,0
07/04/2007,19.1,5.1,12.1,0
08/04/2007,19.3,6.5,12.9,0
09/04/2007,20.5,7,13.8,0
10/04/2007,21.9,8.1,15,0
11/04/2007,21.8,8,14.9,0
12/04/2007,21.4,8.2,14.8,0
13/04/2007,20.5,8.9,14.7,0
14/04/2007,20.5,9.1,14.8,0
15/04/2007,22.7,8.8,15.8,0
16/04/2007,22.3,8.8,15.6,0
17/04/2007,21.6,9.4,15.5,0
18/04/2007,22.1,6.1,14.1,0
19/04/2007,18.9,12.4,15.7,0
20/04/2007,20.3,12.3,16.3,0
21/04/2007,20,12.8,16.4,0
22/04/2007,22.5,10.9,16.7,0
23/04/2007,24.5,10.7,17.6,0
24/04/2007,26.3,12,19.2,0
25/04/2007,23,15.1,19.1,0
26/04/2007,21.5,14.6,18.1,0
27/04/2007,23.1,9.4,16.2,0
28/04/2007,26.1,9.5,17.8,0
29/04/2007,25.5,10.4,17.9,0
30/04/2007,22.9,12.5,17.7,0
01/05/2007,21.6,12.7,17.1,17
02/05/2007,21.1,12.1,16.6,7
03/05/2007,18.3,11.1,14.7,2
04/05/2007,19,13.5,16.2,18
05/05/2007,19.9,10.7,15.3,0.6
06/05/2007,21.4,8.7,15.1,0
07/05/2007,24.5,11.2,17.9,0
08/05/2007,27.1,11.1,19.1,0
09/05/2007,29.2,14.1,21.6,0
10/05/2007,26.2,14.9,20.6,0
11/05/2007,28.2,13.9,21,0
12/05/2007,26.1,14.7,20.4,0
13/05/2007,26.7,14.3,20.5,0
14/05/2007,28.3,14.8,21.5,0
15/05/2007,25,16.3,20.7,0
16/05/2007,21,10.5,15.7,0
17/05/2007,22.5,10.6,16.6,0
18/05/2007,22.1,13.5,17.8,0
19/05/2007,23.1,9.7,16.4,0
20/05/2007,25.6,10.5,18.1,0
21/05/2007,27.9,13.9,20.9,0
22/05/2007,31.4,15.2,23.3,0
23/05/2007,29.3,18.8,24.1,0
24/05/2007,29.7,17.2,23.5,0
25/05/2007,30.6,16.6,23.6,0
26/05/2007,30.8,17.1,23.9,0
27/05/2007,28,16.6,22.3,15
28/05/2007,24.5,13.4,19,4
29/05/2007,19.4,10.8,15.1,2
30/05/2007,21.5,12.8,17.1,0
31/05/2007,23.5,11,17.3,0
01/06/2007,23.2,14.4,18.8,18
02/06/2007,21.2,13.6,17.4,0.8
03/06/2007,24.6,14.4,19.5,2
04/06/2007,26,14.6,20.3,0.2
05/06/2007,25.5,16.3,20.9,0
06/06/2007,21.4,16.8,19.1,6
07/06/2007,23.2,16.7,20,0
08/06/2007,25.2,15.6,20.4,0
09/06/2007,27.5,16.6,22.1,0
10/06/2007,28.6,16.2,22.4,0
11/06/2007,30.2,18.1,24.1,0
12/06/2007,26.8,17.3,22,0.8
13/06/2007,27.5,16.6,22.1,0
14/06/2007,29.4,17.4,23.4,0
15/06/2007,31,18.7,24.8,0
16/06/2007,30.2,17.3,23.8,0
17/06/2007,28.6,15.4,22,0
18/06/2007,31.3,17.9,24.6,0
19/06/2007,30.2,19.3,24.8,0
20/06/2007,30.7,21.3,26,0.2
21/06/2007,34.7,20.7,27.7,0
22/06/2007,30.6,18.9,24.8,0
23/06/2007,30.4,19,24.7,0
24/06/2007,29.4,16,22.7,0
25/06/2007,31.3,19.5,25.4,0
26/06/2007,30.2,21.2,25.7,0
27/06/2007,29.6,15.4,22.5,0
28/06/2007,26.3,14.5,20.4,0
29/06/2007,28.5,15.7,22.1,0
30/06/2007,27.7,16.7,22.2,0
01/07/2007,28.4,18.4,23.4,0
02/07/2007,30.8,17.9,24.4,0
03/07/2007,30.9,17.8,24.3,0
04/07/2007,31.2,19.4,25.3,3
05/07/2007,27.2,12.1,19.7,0
06/07/2007,31.7,14.6,23.2,0
07/07/2007,30,16.5,23.3,0
08/07/2007,30,18,24,0
09/07/2007,34,18.7,26.3,0
10/07/2007,28.8,19.8,24.3,2
11/07/2007,24.5,15.8,20.1,0
12/07/2007,28.1,13,20.6,0
13/07/2007,29.5,15.6,22.5,0
14/07/2007,31.7,16.8,24.3,0
15/07/2007,32.5,18.1,25.3,0
16/07/2007,33.8,18,25.9,0
17/07/2007,36.3,19.3,27.8,0
18/07/2007,35.1,19.5,27.3,0
19/07/2007,35.3,20.7,28,0
20/07/2007,35.7,20.3,28,0
21/07/2007,35.8,20,27.9,0
22/07/2007,36,21.8,28.9,0
23/07/2007,33.6,18.9,26.3,0
24/07/2007,33.4,23.4,28.4,0
25/07/2007,30.4,19.1,24.7,0
26/07/2007,30.9,18,24.5,0
27/07/2007,33.2,19.2,26.2,0
28/07/2007,33.3,20.2,26.7,0
29/07/2007,32.1,22.2,27.1,0
30/07/2007,34.6,20.4,27.5,6
31/07/2007,25.5,18.2,21.9,0
01/08/2007,27.4,14.5,20.9,0
02/08/2007,29.9,14.6,22.2,0
03/08/2007,26.4,18.5,22.5,4
04/08/2007,28.4,16.8,22.6,0
05/08/2007,27.8,17,22.4,0
06/08/2007,30,15,22.5,0
07/08/2007,31.5,16.3,23.9,0
08/08/2007,30.6,20.5,25.6,7
09/08/2007,27.6,16.7,22.2,2
10/08/2007,25.4,15.1,20.2,6.8
11/08/2007,27.1,16.6,21.9,3
12/08/2007,31.8,17,24.4,0
13/08/2007,32.1,18.4,25.3,0
14/08/2007,30.8,19.4,25.1,0
15/08/2007,30.9,18.9,24.9,0
16/08/2007,33.2,18.8,26,0
17/08/2007,34.4,19,26.7,0
18/08/2007,29.5,16.4,22.9,0
19/08/2007,30.1,17.7,23.9,0
20/08/2007,26.2,19.8,23,0.8
21/08/2007,26.3,14.2,20.3,10
22/08/2007,24.8,16.8,20.8,0.4
23/08/2007,21.8,18.7,20.2,25
24/08/2007,24.7,15,19.8,0
25/08/2007,29.9,15.7,22.8,0
26/08/2007,30.6,17.1,23.8,0
27/08/2007,30.3,18.3,24.3,0
28/08/2007,31.2,18.9,25.1,0
29/08/2007,30.4,20.1,25.2,0
30/08/2007,30.7,21.3,26,0
31/08/2007,22.8,19.2,21,14.2
01/09/2007,26.2,15.4,20.8,0
02/09/2007,25.5,15.7,20.6,0
03/09/2007,26.9,14,20.5,0
04/09/2007,20.8,17.6,19.2,33
05/09/2007,22.4,9,15.7,2
06/09/2007,22.7,9.5,16.1,0
07/09/2007,24.8,9.7,17.3,0
08/09/2007,25.2,12.2,18.7,0
09/09/2007,26.8,13.8,20.3,0
10/09/2007,25.6,15.8,20.7,0
11/09/2007,26.1,15.8,21,0
12/09/2007,24.6,12,18.3,0
13/09/2007,24.2,11.4,17.8,0
14/09/2007,25.4,11.7,18.6,0
15/09/2007,27.2,13.5,20.4,0
16/09/2007,26.2,15.9,21.1,0.2
17/09/2007,29.1,18.6,23.9,0
18/09/2007,28.3,18.7,23.5,3
19/09/2007,21.5,16.8,19.1,0
20/09/2007,20.9,11.6,16.3,0
21/09/2007,22.2,9.8,16,0
22/09/2007,23.7,9.4,16.5,0
23/09/2007,24.7,10.8,17.8,0
24/09/2007,24.2,12.3,18.3,0
25/09/2007,22.9,13.3,18.1,0
26/09/2007,21.6,14.7,18.2,2
27/09/2007,20.6,11.4,16,12
28/09/2007,19.5,10.1,14.8,0
29/09/2007,23.7,10.6,17.2,0
30/09/2007,21.6,12.9,17.3,0
01/10/2007,23.6,13.1,18.3,0
02/10/2007,24.5,13.1,18.8,0
03/10/2007,24.6,13.2,18.9,0
04/10/2007,24.1,16.1,20.1,0
05/10/2007,23.2,14.5,18.9,0
06/10/2007,23.2,15.9,19.6,4.2
07/10/2007,20.3,12.5,16.4,0
08/10/2007,20.6,10.1,15.3,0
09/10/2007,19.7,9,14.4,0
10/10/2007,19.2,11.2,15.2,0
11/10/2007,19.1,11.8,15.5,0
12/10/2007,20.9,10.4,15.7,0
13/10/2007,21.2,10.4,15.8,0
14/10/2007,18.4,11.4,14.9,0
15/10/2007,19.3,8.2,13.8,0
16/10/2007,19.1,7.2,13.2,0
17/10/2007,18.9,7.5,13.2,0
18/10/2007,19.1,8.6,13.9,8
19/10/2007,17.3,8.5,12.9,20
20/10/2007,14.6,7.9,11.2,2.4
21/10/2007,14.7,7.6,11.2,0
22/10/2007,13.7,9.8,11.7,8
23/10/2007,16.7,9.3,13,6
24/10/2007,14.2,9.6,11.9,3.2
25/10/2007,13.9,10.3,12.1,13
26/10/2007,15.2,11.1,13.1,4.2
27/10/2007,16.1,11.8,13.9,0
28/10/2007,16.8,11.6,14.2,0
29/10/2007,16.7,10,13.3,3
30/10/2007,14.4,10.1,12.2,33
31/10/2007,16.6,11.2,13.9,0.8
01/11/2007,15.1,8.8,12,0
02/11/2007,15.9,7,11.4,0
03/11/2007,16.5,7.1,11.8,0
04/11/2007,16.2,6.7,11.4,0
05/11/2007,15,6.9,10.9,0
06/11/2007,13.2,5.5,9.4,0
07/11/2007,14.6,3.3,8.9,0
08/11/2007,14.7,4,9.4,0.8
09/11/2007,14.8,5.2,10,5
10/11/2007,14.3,3.5,8.9,0
11/11/2007,17,4.9,11,0
12/11/2007,14.5,6.3,10.4,0
13/11/2007,12.3,1.7,7,0
14/11/2007,8.3,2.5,5.4,0
15/11/2007,10.7,2.2,6.5,1
16/11/2007,9.2,4.1,6.7,0
17/11/2007,7.9,3,5.5,0.4
18/11/2007,7.7,3.3,5.5,0
19/11/2007,10.4,3.7,7.1,0
20/11/2007,8.8,-0.5,4.1,0
21/11/2007,7.9,0.9,4.4,0
22/11/2007,9.9,4.3,7.1,1
23/11/2007,11.8,6.2,9,0
24/11/2007,11.2,7.3,9.3,6
25/11/2007,13.3,6.5,9.9,0
26/11/2007,10.3,5.3,7.8,0
27/11/2007,10.6,4.2,7.4,0
28/11/2007,10.7,3.3,7,0
29/11/2007,9.3,3.3,6.3,0
30/11/2007,10.7,3.7,7.2,0
01/12/2007,9.3,0.2,4.8,0
02/12/2007,10.9,6.2,8.6,0
03/12/2007,12.9,5,8.9,0
04/12/2007,12.6,2.4,7.5,0
05/12/2007,12.2,3.1,7.6,0
06/12/2007,9.8,0.4,5.1,0
07/12/2007,9.4,1.7,5.5,7.6
08/12/2007,10.1,6.1,8.1,15
09/12/2007,8.2,2.9,5.5,12
10/12/2007,6.6,2.8,4.7,0
11/12/2007,3,2.1,2.6,0
12/12/2007,6.4,1,3.7,0
13/12/2007,9.8,3.6,6.7,0
14/12/2007,8.5,0.9,4.7,0.6
15/12/2007,5.1,1.6,3.3,0
16/12/2007,6.1,2,4.1,0
17/12/2007,6.4,3.2,4.8,0
18/12/2007,2.4,0.2,1.3,0
19/12/2007,6.4,-0.8,2.8,1.1
20/12/2007,7.9,-1.7,3.1,0
21/12/2007,8.4,-2.4,3,0
22/12/2007,5.6,-3.2,1.2,0
23/12/2007,5.5,1.4,3.5,0
24/12/2007,7.1,3.7,5.4,0
25/12/2007,7.1,4.5,5.8,0
26/12/2007,6.3,0.6,3.5,0
27/12/2007,5.8,-1.9,2,0
28/12/2007,6,-2.3,1.9,0
29/12/2007,4.1,-4.3,-0.1,0
30/12/2007,1.7,-3.9,-1.1,0
31/12/2007,6.5,-0.4,3.1,0
01/01/2008,7.3,-3.1,2.1,0
02/01/2008,5.7,-2.9,1.4,0
03/01/2008,3.4,-0.2,1.6,0
04/01/2008,4.8,0,2.4,1
05/01/2008,5.6,3,4.3,0.4
06/01/2008,6.4,3.8,5.1,0
07/01/2008,6.3,2.6,4.5,0
08/01/2008,6.7,4.2,5.5,0
09/01/2008,7.4,4.7,6.1,0
10/01/2008,7.3,5.1,6.2,0
11/01/2008,7.9,4.9,6.4,0
12/01/2008,11.6,6.1,8.9,0
13/01/2008,7.8,3.1,5.4,0
14/01/2008,10.5,5.1,7.8,0
15/01/2008,9.1,2.8,6,0
16/01/2008,10.3,3.8,7,9
17/01/2008,7.6,6.2,6.9,3
18/01/2008,10.9,5.3,8.1,0
19/01/2008,7.7,1.1,4.4,0
20/01/2008,4.4,3.6,4,0
21/01/2008,5.4,3,4.2,0
22/01/2008,7.1,3.2,5.1,0
23/01/2008,9.6,0.9,5.2,0
24/01/2008,9.3,-0.7,4.3,0
25/01/2008,9.6,-0.4,4.6,0
26/01/2008,12.6,0.2,6.4,0
27/01/2008,13.8,1.4,7.6,0
28/01/2008,11.5,2.2,6.8,0
29/01/2008,9.7,2.1,5.9,0
30/01/2008,8.2,1.1,4.7,0
31/01/2008,7.4,3.5,5.5,5
01/02/2008,10.6,2.1,6.3,0
02/02/2008,10,4.4,7.2,11
03/02/2008,7.4,6.7,7,8
04/02/2008,8.6,5.7,7.2,6
05/02/2008,9.1,5.2,7.2,0
06/02/2008,12.3,2.5,7.4,0
07/02/2008,13.7,2.5,8.1,0
08/02/2008,10.4,1.2,5.8,0
09/02/2008,9.8,0.9,5.3,0
10/02/2008,9.7,0.8,5.3,0
11/02/2008,8.8,0,4.4,0
12/02/2008,8.3,-1.6,3.4,0
13/02/2008,9.7,-2.1,3.8,0
14/02/2008,12,-2.4,4.8,0
15/02/2008,10.9,-1.5,4.7,0
16/02/2008,6.6,1.2,3.9,0
17/02/2008,5,-1.4,1.8,0
18/02/2008,8.3,-3.8,2.3,0
19/02/2008,11.5,-2.3,4.6,0
20/02/2008,11.4,0.4,5.9,0
21/02/2008,11.5,1.1,6.3,0
22/02/2008,8.5,0.3,4.4,0
23/02/2008,9,2.3,5.6,0
24/02/2008,10.4,-0.7,4.9,0
25/02/2008,6.6,2.4,4.5,0
26/02/2008,8.4,4.8,6.6,0
27/02/2008,9.9,5.5,7.7,0
28/02/2008,11.9,7.7,9.8,0
29/02/2008,13.2,6.1,9.7,0
01/03/2008,17.1,4.5,10.8,0
02/03/2008,24.8,6.6,15.7,0
03/03/2008,20,7.9,13.9,0
04/03/2008,16.7,7.3,12,2
05/03/2008,7.7,3.8,5.7,6
06/03/2008,6.3,4.4,5.4,14.8
07/03/2008,6.4,3.9,5.2,38
08/03/2008,9.3,5.1,7.2,1
09/03/2008,11.9,4.8,8.4,0
10/03/2008,14.9,6.1,10.5,0.4
11/03/2008,12.9,8.2,10.6,0.6
12/03/2008,17.9,3.6,10.8,0
13/03/2008,17,4.7,10.8,0
14/03/2008,15.9,5.3,10.6,0
15/03/2008,14,4.5,9.2,0
16/03/2008,17.7,6.9,12.3,0
17/03/2008,19,7.7,13.4,0
18/03/2008,13.2,6.4,9.8,0
19/03/2008,11.8,5.5,8.7,0
20/03/2008,11.7,5.1,8.4,0
21/03/2008,15.4,0.6,8,3
22/03/2008,14.6,6,10.3,0
23/03/2008,10.8,3.3,7,15
24/03/2008,11.8,1.8,6.8,0.8
25/03/2008,12.7,-0.5,6.1,0
26/03/2008,13,2.2,7.6,0
27/03/2008,11.2,7.1,9.2,3
28/03/2008,12.6,7.4,10,1
29/03/2008,17,3.5,10.3,0
30/03/2008,16.1,4.5,10.3,0
31/03/2008,16.4,5.5,11,0
01/04/2008,19.6,4.9,12.2,0
02/04/2008,18.7,8.6,13.6,3.2
03/04/2008,15.5,3.5,9.5,0
04/04/2008,15.1,6.1,10.6,0
05/04/2008,15.2,2.8,9,0
06/04/2008,17,3.3,10.2,0
07/04/2008,22.1,8.2,15.1,0.2
08/04/2008,12.4,8.9,10.7,0
09/04/2008,15.4,6.8,11.1,0.4
10/04/2008,15.9,10.9,13.4,2.2
11/04/2008,22,9.9,16,2
12/04/2008,18.9,10.7,14.8,0
13/04/2008,16.7,7.3,12,6
14/04/2008,17.1,5.4,11.3,5
15/04/2008,12.8,6.8,9.8,0
16/04/2008,16.7,5.6,11.1,0
17/04/2008,18.1,8.1,13.1,4
18/04/2008,19.3,10.9,15.1,15.2
19/04/2008,21.9,10.4,16.1,0
20/04/2008,19.6,7.3,13.5,0
21/04/2008,17.7,11.3,14.5,2
22/04/2008,17,9.4,13.2,0.6
23/04/2008,19.9,7.4,13.6,4
24/04/2008,18.5,11.3,14.9,0
25/04/2008,19.8,7.3,13.6,0
26/04/2008,19.7,8.5,14.1,0
27/04/2008,19.9,8.1,14,0
28/04/2008,21.4,6.4,13.9,0
29/04/2008,16.8,11.6,14.2,3
30/04/2008,20.1,7.8,14,0
01/05/2008,22.2,9.2,15.7,1
02/05/2008,21,8.6,14.8,0
03/05/2008,22.7,9.1,15.9,0
04/05/2008,21.3,9.7,15.5,0
05/05/2008,18.4,13.7,16.1,0.2
06/05/2008,21.3,7.8,14.6,0
07/05/2008,21.3,9.7,15.5,0
08/05/2008,21.9,8.4,15.2,0
09/05/2008,23,9.1,16.1,0
10/05/2008,22.8,10.6,16.7,0
11/05/2008,22.5,11.2,16.9,0
12/05/2008,22.1,10.2,16.2,0
13/05/2008,22.7,11.4,17.1,1
14/05/2008,24.6,14.1,19.3,0
15/05/2008,25.4,12.1,18.8,0
16/05/2008,23.9,12.7,18.3,0
17/05/2008,21.7,15.8,18.7,2.4
18/05/2008,21.5,16.2,18.8,6
19/05/2008,20.8,12.6,16.7,7
20/05/2008,18.5,15.5,17,20
21/05/2008,20.1,14,17.1,0
22/05/2008,21.8,12.8,17.3,1
23/05/2008,23.4,13.4,18.4,0
24/05/2008,24.4,12.5,18.4,0
25/05/2008,24.8,15,19.9,0.2
26/05/2008,24.3,17,20.7,0
27/05/2008,25.6,15.7,20.7,0
28/05/2008,28.2,17.4,22.8,2
29/05/2008,26,18.9,22.4,6
30/05/2008,24.8,15.3,20,0
31/05/2008,26.5,14.4,20.5,0
01/06/2008,27.9,15.1,21.5,0
02/06/2008,27.2,18.1,22.7,0
03/06/2008,26.5,15.2,20.9,4.2
04/06/2008,21.8,16.7,19.2,5.2
05/06/2008,24.6,15.3,20,0
06/06/2008,24.2,13.2,18.7,3
07/06/2008,24,16.1,20.1,0
08/06/2008,24.2,15.7,19.9,0
09/06/2008,25.2,15.1,20.2,0
10/06/2008,27.6,15.3,21.5,0
11/06/2008,28.5,16.6,22.6,0
12/06/2008,22.6,16.8,19.7,2.2
13/06/2008,23.4,15.9,19.6,44.2
14/06/2008,18.4,14.5,16.4,2
15/06/2008,21.3,9.5,15.4,0
16/06/2008,24.1,15,19.6,0
17/06/2008,26.8,16.1,21.5,1
18/06/2008,24.9,16.7,20.8,0
19/06/2008,28.3,15.1,21.7,0
20/06/2008,29.5,18,23.7,0
21/06/2008,30,18.1,24.1,0
22/06/2008,30.7,18.2,24.5,0
23/06/2008,32.3,19.9,26.1,0
24/06/2008,32.9,19.7,26.3,0
25/06/2008,32.3,20.6,26.4,0
26/06/2008,33.3,20.8,27.1,0
27/06/2008,32.8,20.7,26.8,0.6
28/06/2008,29.9,22.1,26,0
29/06/2008,31.7,20.6,26.1,0
30/06/2008,31.8,21.6,26.7,0
01/07/2008,30.6,21.6,26.1,0
02/07/2008,31.8,19.3,25.6,0
03/07/2008,33,19.9,26.4,0
04/07/2008,32.5,20.1,26.3,0
05/07/2008,31.6,20.5,26.1,0
06/07/2008,33.3,20.1,26.7,0
07/07/2008,33.4,19.9,26.6,0
08/07/2008,31.5,18.8,25.2,0
09/07/2008,29.1,17,23,0
10/07/2008,31.1,17.8,24.5,0
11/07/2008,31.3,19.8,25.6,0
12/07/2008,32.5,18.4,25.4,0
13/07/2008,32.3,19.8,26.1,0
14/07/2008,29.2,18.5,23.9,0
15/07/2008,28.6,15.7,22.2,0
16/07/2008,30,15.2,22.6,0
17/07/2008,32,16.5,24.2,0
18/07/2008,25.5,20.2,22.9,0
19/07/2008,28.9,19.2,24.1,0
20/07/2008,31.5,18,24.8,0
21/07/2008,29.8,21.8,25.8,38
22/07/2008,25.7,17.2,21.5,1
23/07/2008,28.4,15.3,21.8,0
24/07/2008,30.6,15.3,23,0
25/07/2008,31.4,17.5,24.5,0
26/07/2008,31.5,19.1,25.3,0
27/07/2008,30.2,20.2,25.2,0
28/07/2008,31.5,20.3,25.9,0
29/07/2008,32,19.6,25.8,0
30/07/2008,33.1,19.8,26.4,0
31/07/2008,31.5,20.6,26,0
01/08/2008,32.5,20.5,26.5,0
02/08/2008,32,21.3,26.7,0
03/08/2008,32.8,21.3,27.1,0
04/08/2008,34.4,21.6,28,0
05/08/2008,33.9,21.7,27.8,0
06/08/2008,31,23.3,27.1,2
07/08/2008,31,21.1,26.1,0
08/08/2008,35.3,20.9,28.1,0
09/08/2008,28.7,18.4,23.6,0
10/08/2008,30.3,16.8,23.5,0
11/08/2008,30.9,18.4,24.6,0
12/08/2008,32.3,18.1,25.2,0
13/08/2008,35.1,20.5,27.8,0
14/08/2008,32.4,21.8,27.1,0
15/08/2008,33.5,23.5,28.5,1.4
16/08/2008,27.4,16.2,21.8,0
17/08/2008,28.8,18,23.4,2
18/08/2008,29.6,16.5,23.1,0
19/08/2008,30.8,17.4,24.1,0
20/08/2008,32.6,18.4,25.5,0
21/08/2008,31.5,18.2,24.9,0
22/08/2008,31.4,18.2,24.8,0
23/08/2008,31.9,18.9,25.4,3
24/08/2008,26.9,18.1,22.5,0
25/08/2008,28.6,15.9,22.3,0
26/08/2008,29.2,16,22.6,0
27/08/2008,29.5,17.3,23.4,0
28/08/2008,29.9,16.4,23.2,0
29/08/2008,31.2,16.8,24,0
30/08/2008,31.1,17.8,24.4,0
31/08/2008,29.3,20.5,24.9,0
01/09/2008,29.8,19.3,24.5,0
02/09/2008,29.4,18.8,24.1,0
03/09/2008,31.1,18,24.5,0
04/09/2008,30.9,17.2,24.1,0.2
05/09/2008,32.9,21,26.9,0
06/09/2008,33.6,20.6,27.1,0
07/09/2008,31.2,22.5,26.9,0
08/09/2008,30.7,15.9,23.3,0
09/09/2008,29.4,15.4,22.4,0
10/09/2008,29.9,17.4,23.7,0
11/09/2008,30.6,19.3,25,0
12/09/2008,33.4,21.2,27.3,1
13/09/2008,23.8,20.4,22.1,1
14/09/2008,22,14.5,18.3,15
15/09/2008,18.3,12.3,15.3,13
16/09/2008,21.1,12.6,16.9,2
17/09/2008,22.3,10.8,16.5,0
18/09/2008,23.6,12.4,18,0
19/09/2008,18.7,14.8,16.8,4
20/09/2008,20.6,14.1,17.3,0
21/09/2008,17.8,11.4,14.6,7
22/09/2008,20.8,10.1,15.5,0.2
23/09/2008,19.1,9.5,14.3,1
24/09/2008,20.3,8.7,14.5,0
25/09/2008,20.8,9.9,15.3,1
26/09/2008,18.8,13.2,16,0
27/09/2008,19.7,13.5,16.6,0
28/09/2008,19.9,10.7,15.3,0
29/09/2008,20.8,7,13.9,0
30/09/2008,20.6,7.6,14.1,0
01/10/2008,23.7,9.9,16.8,0
02/10/2008,24.5,11.6,18.1,0
03/10/2008,25,14,19.5,0
04/10/2008,18.5,9.6,14,0
05/10/2008,21.2,5.6,13.4,0
06/10/2008,21,8.2,14.6,0
07/10/2008,20.6,11.8,16.2,0
08/10/2008,22.2,12.2,17.2,0
09/10/2008,22.1,12.3,17.2,0
10/10/2008,23,11.3,17.2,0
11/10/2008,23.5,10.6,17,0
12/10/2008,22.8,10.5,16.7,0
13/10/2008,22.7,9.7,16.2,0
14/10/2008,22.8,10.9,16.9,0
15/10/2008,23.7,13.1,18.4,0
16/10/2008,24.2,12.6,18.4,0
17/10/2008,24.9,14.2,19.6,7
18/10/2008,18.5,13.4,16,0
19/10/2008,18.8,12.8,15.8,0
20/10/2008,19.1,9,14.1,0
21/10/2008,18.8,13,15.9,0.2
22/10/2008,19.4,13,16.2,0
23/10/2008,19,14.7,16.8,0
24/10/2008,19.3,12.7,16,0
25/10/2008,19.7,13.1,16.4,0
26/10/2008,19,8.3,13.7,0
27/10/2008,17.4,8.7,13.1,0
28/10/2008,19.1,10.9,15,11
29/10/2008,22.4,14.8,18.6,8
30/10/2008,16.9,12.6,14.8,0
31/10/2008,17.2,11.6,14.4,11
01/11/2008,17.2,13.9,15.6,0
02/11/2008,17.9,9.1,13.5,0
03/11/2008,19,13.6,16.3,0
04/11/2008,17,13.3,15.1,10
05/11/2008,21.9,13.2,17.5,0
06/11/2008,17.4,12.8,15.1,0
07/11/2008,15.8,11,13.4,0
08/11/2008,17,10.5,13.7,0
09/11/2008,15.4,8.5,12,0
10/11/2008,13.3,6.9,10.1,0
11/11/2008,13.5,8.7,11.1,0
12/11/2008,16.2,11.3,13.7,5.4
13/11/2008,13.6,12.3,12.9,6
14/11/2008,14.7,11.8,13.2,0
15/11/2008,14.6,8.2,11.4,0
16/11/2008,15.2,6.8,11,0
17/11/2008,13.9,5.9,9.9,0
18/11/2008,11.5,6.5,9,0
19/11/2008,11.7,4.6,8.2,0
20/11/2008,13.1,1.6,7.4,0
21/11/2008,15.5,4.8,10.2,0
22/11/2008,11.7,4.7,8.2,0.4
23/11/2008,9.2,0.3,4.7,0
24/11/2008,7,0.2,3.6,2.8
25/11/2008,4.1,1.1,2.6,6
26/11/2008,9.7,2,5.9,0
27/11/2008,7.6,-0.4,3.6,0
28/11/2008,6.9,2.9,4.9,18.8
29/11/2008,10.2,3.3,6.8,8
30/11/2008,12.2,6.5,9.3,9
01/12/2008,12.2,6.9,9.5,2
02/12/2008,10,5.1,7.5,13
03/12/2008,9.3,3.9,6.6,0
04/12/2008,5.1,1.3,3.2,0
05/12/2008,9.6,2.7,6.1,0
06/12/2008,6.2,2.2,4.2,0
07/12/2008,6.1,1.7,3.9,0
08/12/2008,6.3,-1.5,2.4,0
09/12/2008,4.4,-2.9,0.8,1
10/12/2008,9.3,1.2,5.3,13
11/12/2008,5.3,3.5,4.4,4.4
12/12/2008,7.7,4.4,6.1,17
13/12/2008,8.8,6,7.4,1.4
14/12/2008,11.3,6,8.6,0
15/12/2008,10.2,5.3,7.8,3
16/12/2008,9.7,6.5,8.1,0.2
17/12/2008,7.8,3.9,5.8,0
18/12/2008,7,4.6,5.8,8
19/12/2008,9.3,4.4,6.9,0
20/12/2008,9.5,1.8,5.7,0
21/12/2008,8.3,0.9,4.6,0
22/12/2008,7.6,0.7,4.1,0
23/12/2008,2.7,0.4,1.6,0
24/12/2008,3,-0.1,1.5,0
25/12/2008,5,0.9,2.9,0.4
